total_sqft,total_bath,total_bedroom,overall_qual,exter_qual,kitchen_qual,bsmt_qual,fireplace_qu,garage_finish,mas_vnr_area,garage_cars,age_sold,age_since_remod,total_sqft * overall_qual,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,yr_sold_2007,yr_sold_2008,yr_sold_2009,yr_sold_2010,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_subclass_120,ms_subclass_150,ms_subclass_160,ms_subclass_180,ms_subclass_190
-1.422178099013265,-0.4650029146554048,-1.020836550579119,-0.07622274577569307,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,-0.8046711284926039,0.7810785286537293,-1.0156127083831195,0.02972205181933856,0.6372714664526903,-0.9307812137501587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.028726163450882268,-0.4650029146554048,-1.020836550579119,0.627292596991852,1.0160776534729874,0.7289878012283314,0.5679071602116738,-0.9751871702563314,0.3093634271028997,-0.5685870099917552,0.29318631015588154,-1.1624570837987651,-1.0760241726994126,0.20609030426007058,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4747839915595068,-1.5307646284461478,1.3987054877512626,-0.7797380885432381,1.0160776534729874,-0.7767541390104297,-3.87347364617657,0.6857924738460984,-0.8046711284926039,-0.5685870099917552,0.29318631015588154,3.076402065065604,-1.0284326271674098,-0.664970419747767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.02762197451445598,1.6665205129260812,0.1889344685860718,1.330807939759397,1.0160776534729874,0.7289878012283314,0.5679071602116738,-0.9751871702563314,-0.8046711284926039,2.0842038763114386,0.29318631015588154,-0.8975283869947421,-0.7428833539753926,0.5222345975962485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3312739320316862,-0.4650029146554048,0.1889344685860718,0.627292596991852,1.0160776534729874,0.7289878012283314,0.5679071602116738,-0.9751871702563314,0.3093634271028997,-0.5685870099917552,0.29318631015588154,-1.1624570837987651,-1.0760241726994126,0.40555239459519865,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5101525397327455,-0.4650029146554048,0.1889344685860718,-0.7797380885432381,-0.6904330940402515,0.7289878012283314,1.6782523618087348,-0.9751871702563314,0.3093634271028997,-0.5685870099917552,0.29318631015588154,-0.9968766482962508,-0.8856579905714013,-0.20115346307692702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.5973489635028252,-1.5307646284461478,1.3987054877512626,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,-0.8046711284926039,-0.5685870099917552,1.6019853286948826,1.851106842346997,1.6366939226247503,-0.7226875522482863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.3312394298240889,-0.4650029146554048,0.1889344685860718,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,-0.8046711284926039,-0.5685870099917552,0.29318631015588154,0.3277668357238645,1.065595376240716,-0.5973737780804921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6061824749942355,-0.4650029146554048,0.1889344685860718,-0.07622274577569307,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,0.6857924738460984,0.3093634271028997,0.29240652328208844,0.29318631015588154,-0.20209055788418162,0.30413064772867027,-0.4696681227460097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.11592258722096196,0.6007587991353383,0.1889344685860718,0.627292596991852,-0.6904330940402515,0.7289878012283314,0.5679071602116738,-0.9751871702563314,-0.8046711284926039,-0.5685870099917552,0.29318631015588154,-1.1624570837987651,-1.0760241726994126,0.11072704209254587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.8656668750544141,-1.5307646284461478,0.1889344685860718,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,0.5679071602116738,-0.4215272888888548,1.4233979826984033,-0.5685870099917552,0.29318631015588154,0.09595422602034433,0.732454557516696,-0.8490412747494233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7033856036073466,0.6007587991353383,-1.020836550579119,1.330807939759397,1.0160776534729874,2.2347297414670924,0.5679071602116738,1.7931122365810515,1.4233979826984033,-0.5685870099917552,0.29318631015588154,-0.8975283869947421,-0.6952918084433898,1.0313933016008299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.120769021576485,0.6007587991353383,0.1889344685860718,1.330807939759397,1.0160776534729874,2.2347297414670924,1.6782523618087348,1.2394523552135748,1.4233979826984033,-0.5685870099917552,0.29318631015588154,-1.1624570837987651,-1.1236157182314155,1.3458736776036595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.2727174161934954,0.6007587991353383,0.1889344685860718,-0.07622274577569307,-0.6904330940402515,-0.7767541390104297,0.5679071602116738,-0.9751871702563314,1.4233979826984033,-0.5685870099917552,0.29318631015588154,-0.5994836030902162,-0.980841081635407,-0.2812294847443142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.373198609408288,-0.4650029146554048,0.1889344685860718,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,1.4233979826984033,-0.5685870099917552,0.29318631015588154,0.4933472712263789,1.3035531039007302,-0.6171327964140032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4571514707842835,0.6007587991353383,0.1889344685860718,-0.07622274577569307,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,0.6857924738460984,0.3093634271028997,-0.5511344383713395,0.29318631015588154,0.39399900992487025,1.1607784673047217,0.13121402425939688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.9915444138070114,-0.4650029146554048,0.1889344685860718,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,1.2394523552135748,-0.8046711284926039,-0.5685870099917552,-1.0156127083831195,0.2946507486233616,-1.0760241726994126,-0.9083183297499566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10822776687357528,-0.4650029146554048,1.3987054877512626,-0.7797380885432381,-0.6904330940402515,0.7289878012283314,-0.5424380413853873,1.2394523552135748,-0.8046711284926039,-0.5685870099917552,-1.0156127083831195,1.1556690132364364,-0.5049256263153783,-0.3904240597452967,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.08169273019174692,-0.4650029146554048,1.3987054877512626,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,-1.9187056840881076,-0.5685870099917552,-2.3244117269221207,2.513428584357055,-1.0760241726994126,-0.4798596164127681,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.9385433448585494,-1.5307646284461478,0.1889344685860718,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.4215272888888548,-0.8046711284926039,-0.5685870099917552,0.29318631015588154,0.725159880929899,-1.0760241726994126,-0.883359569749732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.835574439846516,1.6665205129260812,1.3987054877512626,1.330807939759397,1.0160776534729874,0.7289878012283314,0.5679071602116738,1.2394523552135748,1.4233979826984033,-0.5685870099917552,0.29318631015588154,-0.26832273208518737,0.20894755666466452,2.6379054869486183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.34559388599763063,-1.5307646284461478,0.1889344685860718,1.330807939759397,-0.6904330940402515,0.7289878012283314,0.5679071602116738,1.2394523552135748,-0.8046711284926039,-0.5685870099917552,0.29318631015588154,1.3543655358394537,1.5415108315607446,0.241032568260385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.49358970568635113,0.6007587991353383,-1.020836550579119,1.330807939759397,1.0160776534729874,2.2347297414670924,0.5679071602116738,1.2394523552135748,1.4233979826984033,-0.5685870099917552,0.29318631015588154,-0.8312962127937363,-0.6477002629113869,0.8733211549327409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.7905820273774262,-1.5307646284461478,-1.020836550579119,-0.07622274577569307,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,-0.8046711284926039,-0.5685870099917552,0.29318631015588154,0.6258116196283904,1.4939192860287418,-0.5738709457469473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3548570760988587,0.6007587991353383,0.1889344685860718,1.330807939759397,1.0160776534729874,0.7289878012283314,1.6782523618087348,1.2394523552135748,0.3093634271028997,1.3861010114948087,1.6019853286948826,-1.1293409966982624,-1.0760241726994126,1.5222489149385796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4751791679617272,-1.5307646284461478,-1.020836550579119,-0.07622274577569307,-0.6904330940402515,-0.7767541390104297,0.5679071602116738,1.2394523552135748,0.3093634271028997,-0.09155005236705806,-1.0156127083831195,0.4933472712263789,1.3035531039007302,-0.9607317257504282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.5012845260337379,-0.4650029146554048,1.3987054877512626,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,0.6857924738460984,0.3093634271028997,-0.5685870099917552,-1.0156127083831195,-0.2352066449846845,0.25653910219666737,-0.6774497997478793,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.3382942420524644,-0.4650029146554048,0.1889344685860718,-0.07622274577569307,-0.6904330940402515,-0.7767541390104297,0.5679071602116738,0.6857924738460984,0.3093634271028997,2.2238244492747645,0.29318631015588154,-0.10274229658267296,0.44690528432467885,0.6291412862638771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.011024638260464237,-0.4650029146554048,0.1889344685860718,0.627292596991852,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,0.6857924738460984,-0.8046711284926039,1.293020629519258,0.29318631015588154,-0.06962620948217008,0.4944968298566817,0.1798836062598348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7265390690647013,-0.4650029146554048,0.1889344685860718,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,0.5679071602116738,-0.9751871702563314,-0.8046711284926039,-0.5685870099917552,-1.0156127083831195,-0.7650640385927306,-0.5049256263153783,-0.7835245297488337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.2583629600199536,0.6007587991353383,0.1889344685860718,-0.7797380885432381,1.0160776534729874,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,1.4233979826984033,-0.5685870099917552,-1.0156127083831195,0.22841857442235586,0.9228207396447075,-0.5630554830801833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1863113452278564,1.6665205129260812,-1.020836550579119,2.7378386252944873,2.722588400986226,2.2347297414670924,1.6782523618087348,1.2394523552135748,1.4233979826984033,-0.5685870099917552,1.6019853286948826,-1.195573170899268,-1.1236157182314155,3.1890781036202442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.23517499235500147,-0.4650029146554048,-2.23060756974431,-0.7797380885432381,-0.6904330940402515,0.7289878012283314,0.5679071602116738,0.6857924738460984,1.4233979826984033,0.03643547284932411,0.29318631015588154,-0.16897447078367872,0.3517221932606731,-0.5521360255800851,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.19325031497839976,-0.4650029146554048,1.3987054877512626,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,-0.8046711284926039,1.3802834876213368,-1.0156127083831195,0.5926955325278875,1.446327740496739,-0.35038604891160313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6161201754220722,-0.4650029146554048,0.1889344685860718,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,-0.8046711284926039,-0.5685870099917552,-1.0156127083831195,0.22841857442235586,0.9228207396447075,-0.7315271130816992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2705435405282402,-0.4650029146554048,1.3987054877512626,1.330807939759397,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,1.2394523552135748,1.4233979826984033,-0.33588605505287855,0.29318631015588154,1.2219011874374424,1.6366939226247503,0.705265504264562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.24956395073614063,-0.4650029146554048,0.1889344685860718,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,-0.8046711284926039,-0.5685870099917552,0.29318631015588154,1.0563207519349278,1.2083700128367245,-0.3238673664113645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.5233683047622636,-0.4650029146554048,0.1889344685860718,0.627292596991852,-0.6904330940402515,-0.7767541390104297,0.5679071602116738,1.2394523552135748,0.3093634271028997,-0.5685870099917552,-1.0156127083831195,1.3543655358394537,-0.7428833539753926,-0.1578916124098711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.6878924562897811,-0.4650029146554048,0.1889344685860718,-0.7797380885432381,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,0.3093634271028997,0.0713406160901556,-1.0156127083831195,0.6589277067288933,1.5415108315607446,-0.7653254339153366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.17444460085155541,0.6007587991353383,-1.020836550579119,0.627292596991852,1.0160776534729874,0.7289878012283314,0.5679071602116738,-0.9751871702563314,0.3093634271028997,0.048070520596267936,0.29318631015588154,-1.0299927353967537,-0.9332495361034041,0.07214495892553205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.33344780769694143,0.6007587991353383,-1.020836550579119,-0.07622274577569307,1.0160776534729874,0.7289878012283314,0.5679071602116738,-0.9751871702563314,-0.8046711284926039,2.415802737099338,0.29318631015588154,-0.9968766482962508,-0.8380664450393983,-0.315547779744623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7254693823358724,0.6007587991353383,1.3987054877512626,-1.4832534313107832,-0.6904330940402515,0.7289878012283314,-0.5424380413853873,0.6857924738460984,-0.8046711284926039,-0.5685870099917552,0.29318631015588154,1.4868298842414653,1.6842854681567532,-0.4823554924127905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.897013843884168,2.732282226716824,2.6084765069164537,0.627292596991852,-0.6904330940402515,0.7289878012283314,0.5679071602116738,0.6857924738460984,0.3093634271028997,0.5018373827270775,0.29318631015588154,-0.26832273208518737,0.20894755666466452,1.4378051102711533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.5281802369101891,-0.4650029146554048,0.1889344685860718,-1.4832534313107832,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,-1.9187056840881076,-0.5685870099917552,-2.3244117269221207,0.1290703131208472,0.7800461030486988,-1.331369311753763,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.9175637550664498,-0.4650029146554048,-1.020836550579119,-0.07622274577569307,-0.6904330940402515,0.7289878012283314,-0.5424380413853873,1.2394523552135748,-0.8046711284926039,2.468160451960585,0.29318631015588154,0.6258116196283904,1.4939192860287418,-0.645627380747593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7817485158860159,-0.4650029146554048,1.3987054877512626,-0.07622274577569307,-0.6904330940402515,-0.7767541390104297,-0.5424380413853873,-0.9751871702563314,1.4233979826984033,0.26331890391472884,-1.0156127083831195,0.16218640022135009,0.8276376485807017,-0.5688791937469024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.8192909397245098,1.6665205129260812,-1.020836550579119,0.627292596991852,1.0160776534729874,0.7289878012283314,0.5679071602116738,-0.9751871702563314,0.3093634271028997,-0.5685870099917552,0.29318631015588154,-0.9968766482962508,-0.8856579905714013,-0.35298591974495985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
